scene_token,frame_count,avg_speed,max_speed,speed_std,avg_vehicle_count,max_vehicle_count,neighbor_density_std,neighbor_speed_std,pedestrian_nearby_ratio,vru_presence_ratio,avg_vru_count,min_ped_distance,ego_avg_speed,ego_speed_std,ego_acc_mean,ego_acc_std,ego_max_abs_acc,ego_jerk_std,ego_hard_brake_ratio,ego_hard_acc_ratio,ego_heading_change_total,car_following_ratio,close_following_ratio,min_ttc,dangerous_ttc_ratio,min_headway,dangerous_headway_ratio,truck_bus_ratio,bicycle_ratio,motorcycle_ratio,intersection_flag,ped_crossing_density
73030fb67d3c46cfb5e590168088ae39,40,0.8246272914709035,2.665020855671731,1.0314976058452852,5.925,7.0,0.6851094803022361,1.2462145129092046,0.775,1.0,3.775,2.5402807339416436,5.367491845256037,0.8241002834591377,0.32336508101400097,1.6172318095056566,8.35999527220738,4.107494776772734,0.0,0.02564102564102564,1.4371827490863092,0.625,0.175,0.20514662462086924,0.175,0.19684533288408956,0.075,1.0,0.0,0.0,0,0.15
c3e0e9f6ee8d4170a3d22a6179f1ca3a,40,1.5638285437292403,3.3978754712663553,0.9022502769528619,13.0,17.0,2.8809720581775866,2.41810328967996,0.525,0.95,6.325,6.761537267945973,5.58344486940655,1.8815243125213856,0.4517607089956421,1.525451505662876,5.631073099326027,3.877808593503036,0.02564102564102564,0.07692307692307693,7.594253418677683,0.225,0.05,3.5335233691233814,0.0,4.605063622600255,0.0,1.0,0.4,0.85,0,0.3
e7ef871f77f44331aefdebc24ec034b7,40,0.675744033527265,1.552170786317238,0.2703750263999095,25.6,31.0,3.865229618017538,1.6111075631694658,1.0,1.0,12.85,3.2870165223984937,1.4857015966304428,1.0495740992193274,0.10009769076199194,0.6945975029501874,2.05619654959688,1.2622728740637492,0.0,0.0,0.22706922784270797,0.6,0.275,197.3245759408733,0.0,5.925665077887382,0.0,0.0,0.525,0.0,0,0.0
25496f19ffd14bd088cb430bfc01a4d7,40,1.8041497139291196,5.656118465667897,1.4295953986044876,10.25,17.0,4.328683402606386,2.3620786349408993,0.975,1.0,15.5,2.1794849078842917,7.652742910178872,1.6133373432633211,0.46523081659488835,1.8277416606134405,8.498394561057996,5.137798573158924,0.05128205128205128,0.07692307692307693,0.1812881140818321,0.275,0.0,6.728099246626394,0.0,2.376281449617627,0.0,0.9,0.775,0.875,0,0.15
6f5133fe62b240e797bac25aeff8b531,39,2.073649533743293,3.4868805251245916,0.8276950843398937,6.769230769230769,12.0,2.47512277303922,2.9259630042795988,0.6923076923076923,1.0,3.3333333333333335,6.298261276259173,4.613915609461677,1.7354050719043665,0.09571495672312852,2.700386368374851,15.118756425922081,6.8503933139304705,0.02631578947368421,0.05263157894736842,0.5826868797643514,1.0,0.2564102564102564,4.912386041774211,0.0,1.3601668670731006,0.0,1.0,0.0,0.0,0,0.10256410256410256
7deb4760e2244f32b57f9d631b535b66,40,1.142738122047232,3.841021860357268,1.0721409610603256,6.775,8.0,0.7578753195612059,1.9599129612994795,1.0,1.0,9.2,2.168684891442773,5.158063169110985,1.9454498047266564,0.15420392801082544,3.2968955156974817,19.87823101662473,7.014143119002799,0.0,0.02564102564102564,2.262632794064067,0.8,0.225,0.16482053514144435,0.15,0.16627200266460937,0.075,1.0,1.0,0.225,0,0.0
bc219c0fa63b43b4b9dddab47fce1fef,39,1.9340947516465383,3.424257198054251,1.2279057103105533,4.6923076923076925,8.0,2.4510996606321593,2.797169132220444,0.7692307692307693,1.0,18.23076923076923,2.3191138796510757,5.229456967044809,1.826349161039728,0.3760663429633187,2.2000890929134056,10.597721147814914,5.484624645437428,0.02631578947368421,0.07894736842105263,1.2476884173138112,0.41025641025641024,0.20512820512820512,30.0,0.0,0.16512443419420766,0.10256410256410256,1.0,0.7948717948717948,0.0,0,0.0
9a61a88ed9094334a73aa93c08222110,40,0.07776996388200566,0.23073577314377822,0.06116090788667798,4.2,6.0,1.503329637837291,0.08053576404275038,1.0,1.0,12.35,4.135193181745188,5.679586226917989,1.7679282754648968,0.34254978557783755,2.60685718217857,14.409812033463208,5.992867489129402,0.02564102564102564,0.07692307692307693,8.327517759091647,0.475,0.0,4.385590901771111,0.0,4.362454891656415,0.0,1.0,0.45,0.7,0,0.175
dd61533869aa48f2aaa7e8a6418bdbe6,40,0.03908668227971536,0.27222283062122143,0.08825591175110817,4.5,10.0,3.1144823004794873,0.00434095727920948,0.675,1.0,4.2,5.564545990936824,9.49326979301321,0.720547055585746,0.4220830572399582,2.743239530729946,14.863679576954121,6.14847184686456,0.05128205128205128,0.10256410256410256,0.04572445297260663,0.0,0.0,30.0,0.0,10.0,0.0,0.95,0.225,0.35,0,0.0
daa9fce50073470398da3c2bccdaf21b,40,0.5224352186464178,2.4037888854175598,0.6922384850880533,7.375,10.0,1.79843682124227,0.9072473286269732,0.375,0.675,2.1,5.7172272304918295,9.026016151879041,1.4454725601433578,0.44911655312758314,1.906724510485462,10.31941181795783,4.405429476081244,0.02564102564102564,0.05128205128205128,0.6723041678118609,0.35,0.125,0.010932205434924912,0.2,0.01092332910588781,0.1,1.0,0.0,0.55,0,0.025
c075fbdd97124beaba95bc5c25149f30,40,1.4240861113116028,3.0610814988304043,0.9077940690428029,10.6,13.0,1.5620499351813308,2.018949929945362,0.725,1.0,6.125,2.1855573995227724,4.359274082847404,1.136976148998835,0.2773005775710695,1.3186207675250998,6.193223459101543,3.396724069047336,0.0,0.02564102564102564,1.0510160620838198,0.75,0.65,0.0813162729081225,0.625,0.06276546491777825,0.3,1.0,0.0,0.0,0,0.2
265f002f02d447ad9074813292eef75e,40,1.1477191141393785,4.5307670332664935,1.5382939913824405,1.975,3.0,0.7901740314639554,0.203012477315878,0.175,0.45,0.45,3.762281565459404,8.907515485902838,1.332084612249995,0.35123867036392026,2.7930850148482937,13.836614587091505,7.067564730184565,0.07692307692307693,0.10256410256410256,1.3129663784360432,0.075,0.0,5.12513685097429,0.0,5.142594520221915,0.0,0.3,0.0,0.0,0,0.0
41fde20fedcd4d22ab26811688612870,40,1.1315517061048936,4.574056237340265,0.8610898251709366,9.125,15.0,3.944537361972884,2.163684124853551,0.0,0.625,1.075,31.230817090721658,6.932768957237527,0.9793356008802956,0.37551238474728305,2.442238848709032,12.60421806058679,6.386182443609719,0.02564102564102564,0.07692307692307693,0.46533371677196866,0.8,0.0,19.16157274694522,0.0,4.676968655595615,0.0,1.0,0.625,0.15,0,0.0
d1e57234fd6a463d963670938f9f556e,40,2.2599271659373734,5.247349860393689,1.3098923459303013,2.775,6.0,1.8369471957571346,1.8007923371291052,0.0,0.45,0.825,30.0,3.9524201599878994,2.8926734028480077,0.43433980998481597,0.8391831589123085,2.9084598882575463,2.4291673325463194,0.0,0.02564102564102564,0.43625062805764125,0.975,0.175,22.75410422533837,0.0,3.4631915395418225,0.0,1.0,0.45,0.0,0,0.2
813213458a214a39a1d1fc77fa52fa34,40,1.5663219017224208,2.5472730145976246,0.4496009034645977,9.0,13.0,3.40587727318528,2.537296896146235,0.0,0.65,1.125,30.0,5.383444641532672,1.007801207721375,0.2681664694539872,2.3524259784720845,14.004636323500932,5.06089912294201,0.0,0.02564102564102564,0.5033497824018611,0.975,0.1,0.34400438386643967,0.175,0.540681308471285,0.025,1.0,0.65,0.0,0,0.0
