frame_count,avg_speed,max_speed,speed_std,avg_vehicle_count,max_vehicle_count,neighbor_density_std,neighbor_speed_std,pedestrian_nearby_ratio,ego_avg_speed,ego_speed_std,ego_acc_mean,ego_acc_std,ego_hard_brake_ratio,ego_heading_change_total,car_following_ratio,close_following_ratio,min_ttc,dangerous_ttc_ratio,truck_bus_ratio,bicycle_ratio,motorcycle_ratio,intersection_flag,ped_crossing_density
40,0.5595489067184624,1.4385402307651451,0.5011803016164005,5.925,7,0.6851094803022361,1.0673074212541305,0.775,5.367491845256037,0.8241002834591377,0.32336508101400097,1.6172318095056566,0.0,1.4371827490863092,0.975,0.625,1.00742754378166,0.6153846153846154,1.0,0.0,0.0,0,0.15
40,0.7247122382732434,1.36950209683001,0.3512876201210461,13.0,17,2.8809720581775866,1.7455698239024016,0.525,5.58344486940655,1.8815243125213856,0.4517607089956421,1.525451505662876,0.02564102564102564,7.594253418677683,0.975,0.475,0.9917337344002237,0.41025641025641024,1.0,0.4,0.85,0,0.3
40,0.7295180103500682,1.1169812962613996,0.15027932416869588,25.6,31,3.865229618017538,1.2922014218607794,1.0,1.4857015966304428,1.0495740992193274,0.10009769076199194,0.6945975029501874,0.0,0.22706922784270797,0.975,0.25,7.543392937573551,0.0,0.0,0.525,0.0,0,0.0
40,0.34551133664214173,0.6798512462233991,0.1855697036047349,10.25,17,4.328683402606386,1.141389322917051,0.975,7.652742910178872,1.6133373432633211,0.46523081659488835,1.8277416606134405,0.05128205128205128,0.1812881140818321,0.8,0.35,0.5486781178057926,0.53125,0.9,0.775,0.875,0,0.15
39,0.7801507273355595,2.743255079209507,0.7560440729392902,6.769230769230769,12,2.47512277303922,1.7816531980219343,0.6923076923076923,4.613915609461677,1.7354050719043665,0.09571495672312852,2.700386368374851,0.02631578947368421,0.5826868797643514,0.9743589743589743,0.9743589743589743,1.011013974786023,0.6052631578947368,1.0,0.0,0.0,0,0.10256410256410256
40,0.263681262949231,0.6364261392395325,0.12956401532596226,6.775,8,0.7578753195612059,0.9007409198283707,1.0,5.158063169110985,1.9454498047266564,0.15420392801082544,3.2968955156974817,0.0,2.262632794064067,0.975,0.275,0.40570374409770155,0.3076923076923077,1.0,1.0,0.225,0,0.0
39,1.3705329562653206,1.7646566568810662,0.29314095415462543,4.6923076923076925,8,2.4510996606321593,1.6848250028963325,0.7692307692307693,5.229456967044809,1.826349161039728,0.3760663429633187,2.2000890929134056,0.02631578947368421,1.2476884173138112,0.8205128205128205,0.28205128205128205,0.9077103303616428,0.3,1.0,0.7948717948717948,0.0,0,0.0
40,0.6962343021839201,0.9861729013949512,0.12170125667203922,4.2,6,1.503329637837291,0.5443947860918094,1.0,5.679586226917989,1.7679282754648968,0.34254978557783755,2.60685718217857,0.02564102564102564,8.327517759091647,0.55,0.2,0.838478785448717,0.22727272727272727,1.0,0.45,0.7,0,0.175
40,0.5229769785879543,1.261294964434902,0.26941203050189766,4.5,10,3.1144823004794873,0.46795811602347354,0.675,9.49326979301321,0.720547055585746,0.4220830572399582,2.743239530729946,0.05128205128205128,0.04572445297260663,0.625,0.225,0.49543653873836485,0.72,0.95,0.225,0.35,0,0.0
40,0.4605943459898342,1.5978656844381778,0.5006836289011978,7.375,10,1.79843682124227,0.7816947540006339,0.375,9.026016151879041,1.4454725601433578,0.44911655312758314,1.906724510485462,0.02564102564102564,0.6723041678118609,0.75,0.45,0.38122992464975675,0.9666666666666667,1.0,0.0,0.55,0,0.025
40,0.8899588661819322,1.6586636183913306,0.4814572759254792,10.6,13,1.5620499351813308,1.6542155640136467,0.725,4.359274082847404,1.136976148998835,0.2773005775710695,1.3186207675250998,0.0,1.0510160620838198,0.975,0.575,0.8520209894900482,0.6285714285714286,1.0,0.0,0.0,0,0.2
40,1.1396303525713443,4.5307670332664935,1.543374218602604,1.975,3,0.7901740314639554,0.20830663196634527,0.175,8.907515485902838,1.332084612249995,0.35123867036392026,2.7930850148482937,0.07692307692307693,1.3129663784360432,0.875,0.15,0.9552624179847674,0.34285714285714286,0.3,0.0,0.0,0,0.0
40,0.959934608196745,4.574056237340265,0.8764653138761346,9.125,15,3.944537361972884,1.9570171506600509,0.0,6.932768957237527,0.9793356008802956,0.37551238474728305,2.442238848709032,0.02564102564102564,0.46533371677196866,0.975,0.225,0.9522654839347505,0.41025641025641024,1.0,0.625,0.15,0,0.0
40,2.2599271659373734,5.247349860393689,1.3098923459303013,2.775,6,1.8369471957571346,1.8007923371291052,0.0,3.9524201599878994,2.8926734028480077,0.43433980998481597,0.8391831589123085,0.0,0.43625062805764125,0.575,0.0,4.600833556528787,0.0,1.0,0.45,0.0,0,0.2
40,1.2680939546027887,2.5472730145976246,0.4476388075441514,9.0,13,3.40587727318528,2.3581030232525997,0.0,5.383444641532672,1.007801207721375,0.2681664694539872,2.3524259784720845,0.0,0.5033497824018611,0.775,0.55,1.0449859653646316,0.3333333333333333,1.0,0.65,0.0,0,0.0
40,1.0145378242007967,1.5524620990644291,0.29257961483720707,2.625,4,0.6590713163232034,1.2045980607846412,1.0,5.7556386311792025,1.4752610222284113,0.23469302876386094,1.4687045051759318,0.0,1.3684644281831895,0.775,0.15,0.9564797889669835,0.12903225806451613,0.0,0.1,0.025,0,0.0
40,0.6777215056531889,0.9163607067767864,0.2189191572269856,8.65,15,5.135903036467881,1.4054289125607116,0.825,5.713051925826248,2.930932264644392,0.001177221711915194,3.8330397794381863,0.0,0.631650389868563,0.475,0.0,7.023112674851309,0.0,0.775,0.0,0.275,0,0.0
40,0.3850804903382027,0.6748978667702433,0.0851989955925991,18.425,24,4.055166457742518,0.7672139132249571,1.0,2.838019089678754,0.8197547950142986,0.11089542972168509,1.0080373971592835,0.0,3.4256148202048444,0.975,0.675,1.5173344608079766,0.23076923076923078,1.0,0.7,0.0,0,0.25
40,0.5075016321445697,0.8373584421171295,0.11142641412826122,4.825,6,0.7709571972554637,1.0757540624549342,0.825,4.105571803303519,0.6947961663753471,0.24112037304752582,1.3614812347419563,0.0,1.6481397805516587,0.975,0.3,1.8980193467417108,0.1282051282051282,0.65,0.0,0.525,0,0.15
39,1.0835810926400036,2.264126007547476,0.3125009822824048,4.589743589743589,6,0.7059435845095489,1.652302952812202,1.0,2.93675966681,2.340057199245137,0.3070293366804502,0.9713925756209129,0.0,1.4806400541399454,0.9230769230769231,0.1794871794871795,1.4673266271897718,0.14285714285714285,0.0,0.6153846153846154,0.0,0,0.0
40,0.4373350248318463,0.8585827662603741,0.2057510567260473,21.825,26,3.1295966193744524,1.0267993688810697,0.9,1.2661667038532702,1.0228743284396262,0.18325088370096096,0.49234261358207365,0.0,1.096229081351565,0.975,0.675,4.594411985968784,0.0,1.0,1.0,0.0,0,0.0
40,0.31135619569526474,0.4104599180540817,0.048467373615422325,6.4,8,0.9949874371066199,1.125104592409509,0.7,7.647289046280411,2.4643148329445514,0.1835292773888523,2.434367545072037,0.02564102564102564,2.023532296712047,0.85,0.1,0.5104699060062441,0.4411764705882353,0.525,0.85,0.0,0,0.0
40,1.3213830783561655,2.137495302498622,0.44963967725479137,4.725,7,1.5327671055969332,1.8854102940114192,0.5,7.751693918503568,1.6367856935208922,0.47534778681977796,1.7892258466357553,0.0,0.4787159637095222,0.975,0.4,0.6725190020312485,0.8717948717948718,0.675,0.7,0.375,0,0.0
40,0.8183724801272444,1.2721865737418172,0.14027202018246662,2.05,3,0.4974937185533099,0.61598042276109,1.0,4.637265526282836,2.6013246339053384,0.26945121388891974,3.107875925636887,0.02564102564102564,0.12133023991561953,0.975,0.425,2.8355676391113596,0.0967741935483871,0.0,0.0,0.875,0,0.0
40,1.1233645113854098,1.3693372311832472,0.08422204266869757,2.725,3,0.44651427748729383,0.6528726124526499,1.0,0.999751164575703,1.2209113483755683,0.1909167156542031,0.45734163602602834,0.0,2.0068202308890344,0.975,0.225,6.120503170704345,0.0,0.0,0.0,0.0,0,0.0
39,0.9849381799611737,1.947501310732545,0.23445434775596588,3.3846153846153846,5,1.028201931064791,1.1799711489059193,0.8205128205128205,5.55277687791913,1.1697548386350585,0.15702123684587235,1.7016094699019189,0.02631578947368421,0.4713551760681969,0.9230769230769231,0.4358974358974359,0.7759673626597794,0.3055555555555556,0.0,0.0,0.5897435897435898,0,0.0
40,1.3593453709906167,2.267944109472624,0.4042918554325646,5.975,8,1.96834321194247,1.7138138194291919,0.375,5.666311478252189,2.421513726482148,0.35753992284025987,0.8925159424776333,0.0,1.2125406420963971,0.975,0.4,1.3947165659741627,0.38235294117647056,0.0,0.275,0.45,0,0.2
40,1.143198373856945,1.5081380433647589,0.20455340641037154,2.85,4,0.9096702699330126,0.8808855234314403,1.0,3.572834140076268,2.1260452084956607,3.40344430186103e-05,2.1123129168221486,0.02564102564102564,0.8702248551579639,0.975,0.475,0.8511042073068545,0.5357142857142857,0.0,0.5,0.0,0,0.0
40,1.199378572521073,1.4997346869096753,0.13500813595765898,6.675,8,0.9051933495115836,1.2680515573413618,1.0,8.526179645417801e-05,0.00011998757014267143,9.479147906316858e-08,0.00015985825809613797,0.0,0.00169182560147485,0.975,0.1,30.0,0.0,0.0,1.0,0.0,0,0.0
40,2.157790170037141,3.4247280368743023,0.6105094473039768,6.875,8,0.9270248108869579,2.668058999892673,0.375,5.422075319737986,2.5073177977616443,0.09742709800403948,2.9300573413969384,0.05128205128205128,0.9421634833198351,0.975,0.85,0.5519578235433248,0.6666666666666666,0.0,0.375,1.0,0,0.025
40,2.0119317021763683,10.415024392516425,2.029661840323333,5.2,7,1.6309506430300091,2.840064805881134,0.725,7.793249572300869,1.5322334690765738,0.3845123313317765,2.389342429353394,0.0,2.1219909361881952,0.975,0.4,1.0396709027377655,0.6052631578947368,0.9,0.0,0.325,0,0.0
40,4.897154465470242,9.879327353273453,2.0100044907405583,2.95,4,1.2237238250520417,2.712570118537659,0.175,5.892743571332951,2.690618021000709,0.4839507615586003,2.2778865579775527,0.0,2.958504794305404,0.425,0.3,30.0,0.0,0.0,0.0,0.575,0,0.225
40,3.347228313823247,5.26312435950294,0.6933712676715194,4.275,9,1.4489220130842102,3.8528277962316095,0.1,9.805306823948543,0.974455595527581,0.4114066986252571,3.420788347182306,0.05128205128205128,0.5175038369011985,0.95,0.0,3.374615384182407,0.0,0.95,0.0,0.0,0,0.0
39,0.9843611933736767,5.299575144498638,1.6160779151760138,2.4615384615384617,4,1.2162606385262997,0.1853694105734346,0.0,7.830621084744087,1.9530469134252608,0.273941068866008,3.1210380109627485,0.05263157894736842,1.1831379636251451,0.7948717948717948,0.4358974358974359,0.6676763532345356,0.6785714285714286,1.0,0.0,0.0,0,0.0
40,0.9081148901406472,1.8629653599189688,0.41269066367048085,20.975,33,5.837326014537821,2.102703300804112,0.375,10.275349714611865,1.4891497032710435,0.6519149810236153,4.351835748552907,0.10256410256410256,0.8559132536736258,0.975,0.275,0.591584746788277,0.6923076923076923,1.0,0.65,0.425,0,0.05
40,0.9259776338704004,4.073173292824206,1.3035067275733647,7.0,16,4.663689526544408,1.681506733801696,0.675,10.019304358405453,0.6043369358601428,0.522845143037331,3.468665149387851,0.02564102564102564,0.06853721388221856,0.975,0.25,0.4703637572263577,0.43243243243243246,1.0,0.45,0.075,0,0.0
40,1.3434013270266747,2.3180176285626533,0.5838367940468886,5.925,9,1.8081413108493485,2.917323878662193,0.3,8.110990547706654,1.300642081399718,0.4573680537837556,2.1707955474079066,0.02564102564102564,2.0296482811808922,0.975,0.35,0.5777428290630164,0.48717948717948717,1.0,0.2,0.525,0,0.075
40,1.5607815271630319,2.2932588316857183,0.33583349369356424,16.125,23,4.8124188304843125,3.098541114370993,0.425,10.414872880397468,1.764794543310766,0.37732246588024115,2.949305865978807,0.05128205128205128,0.3620745923635822,0.975,0.025,1.4367473561885062,0.3333333333333333,0.8,0.725,0.55,0,0.0
40,1.1534805471373422,3.0222959448543265,0.6992921165297671,5.125,8,2.3789440935003077,2.3270081012166086,0.0,5.71082879053491,2.7190050075538434,0.0032881540711320123,2.8084672515828317,0.0,7.59578370484903,0.55,0.1,2.9905649919931596,0.058823529411764705,1.0,0.55,0.0,0,0.175
41,1.221241858782768,3.8495318738465834,1.051236931077389,8.341463414634147,21,5.210728876020438,2.6853656999928313,0.8292682926829268,11.064689389727507,0.9326710859204154,0.5586225028586311,4.1408993537936425,0.1,0.17558179009511132,0.6829268292682927,0.3902439024390244,0.4998411327676455,0.9285714285714286,0.5365853658536586,0.8048780487804879,0.14634146341463414,0,0.0
39,1.0762376038144819,1.6322831923834065,0.31863100922607823,16.307692307692307,20,2.718916131653654,2.310876013976575,0.9743589743589743,3.263691106349062,2.8652445729571414,3.8934037406095965e-05,2.6449262751772324,0.02631578947368421,0.07487401063915011,0.9743589743589743,0.6410256410256411,1.83300335715603,0.45454545454545453,1.0,0.9743589743589743,0.8974358974358975,0,0.0
40,1.0091024816050926,1.735008761338653,0.3599809990874448,6.65,13,3.15079355083763,1.7771405953391022,0.15,10.057324084069213,2.447612669367233,0.6595345352040487,4.253887853486487,0.07692307692307693,0.801981733931745,0.85,0.35,0.5509856156084724,0.5,0.725,0.725,0.0,0,0.075
39,0.7008432994039251,1.2476537833089472,0.3230609384798298,41.84615384615385,63,15.338134914095585,1.4355094911588064,0.6923076923076923,3.183405178981834,1.9514789510354373,0.19953460864735154,1.2233818708041448,0.02631578947368421,0.1342740049240092,0.9743589743589743,0.7948717948717948,0.866503797309967,0.6,0.7692307692307693,0.6923076923076923,1.0,0,0.0
39,0.5161477020236043,1.094016703204976,0.15221650157470212,11.333333333333334,14,1.2054009511326318,1.2675316766716493,0.8717948717948718,2.5647679510050936,3.2346786775362673,2.4898236122330484e-05,2.4026466781246105,0.02631578947368421,0.042433751262495045,0.9743589743589743,0.23076923076923078,1.3499681320973467,0.6875,0.20512820512820512,0.9487179487179487,1.0,0,0.0
40,0.40678226283165697,0.6778014359715028,0.13737958782065474,6.75,9,1.1124297730643495,1.2299572346370713,0.825,10.23164212314461,1.8808746512716972,0.48584134278888486,4.194800877911122,0.07692307692307693,0.2239347514270027,0.975,0.225,0.5621596213005082,0.717948717948718,0.625,0.3,0.525,0,0.05
40,0.2820686480692739,1.1918031671959304,0.34360289931144655,6.825,14,3.4123855292155953,0.9060550857236492,0.45,9.102870534411538,2.3136222585562525,0.7549593895861979,4.6851883918076345,0.10256410256410256,1.5677690766661159,0.975,0.4,0.4881748194036486,0.717948717948718,0.625,0.2,0.275,0,0.125
39,0.7868832342569368,2.111495650779269,0.4607531961974122,8.820512820512821,13,1.7077770056765857,1.898904983580187,0.5641025641025641,10.014731327092775,2.996877385368478,0.5800465426537366,4.350524478500441,0.10526315789473684,2.039936005951281,0.9743589743589743,0.3333333333333333,0.9327815618007609,0.8157894736842105,0.5897435897435898,0.28205128205128205,0.0,0,0.0
39,0.7389231708478905,1.9444068608177845,0.5301105129247908,4.205128205128205,6,1.3992578102197182,0.9092666899529112,0.7435897435897436,8.391885876323789,1.9719039867735668,0.5558956874945903,2.9730788123806144,0.02631578947368421,8.277449571339691,0.8974358974358975,0.10256410256410256,1.8748768125352562,0.18181818181818182,0.9230769230769231,0.3076923076923077,0.5897435897435898,0,0.1282051282051282
39,0.3076126166756254,0.6381148132502757,0.13928869731779192,3.1025641025641026,4,0.8999963474248331,0.5506966792402596,0.6410256410256411,7.06232512684276,3.8677834693835615,0.3211615528270252,4.029294468518643,0.0,0.21566303421311783,0.717948717948718,0.23076923076923078,0.2783074794856812,0.5,0.0,0.07692307692307693,0.0,0,0.0
40,0.6401456992188553,1.2913055645494833,0.279210073508487,4.9,7,1.7,0.9109196655921756,0.575,6.492915605861636,3.2131071364187336,0.2424898248910919,2.6301732940752056,0.10256410256410256,1.9867379102564338,0.55,0.3,0.4099579604895455,0.5,0.7,0.0,0.55,0,0.0
39,5.476391052863537,8.505275788690495,1.21486032372797,11.820512820512821,14,1.1955428950640783,5.440813320273112,0.7692307692307693,10.253698607325816,2.184543022543336,0.7101254928760741,2.8664363919104896,0.07894736842105263,0.9255020392888025,0.9743589743589743,0.5128205128205128,0.5437110586612176,0.5142857142857142,1.0,0.9743589743589743,0.0,0,0.1794871794871795
