frame_count,avg_speed,max_speed,speed_std,avg_vehicle_count,max_vehicle_count,neighbor_density_std,neighbor_speed_std,pedestrian_nearby_ratio,ego_avg_speed,ego_speed_std,ego_acc_mean,ego_acc_std,ego_hard_brake_ratio,ego_heading_change_total,car_following_ratio,close_following_ratio,min_ttc,dangerous_ttc_ratio,truck_bus_ratio,bicycle_ratio,motorcycle_ratio,intersection_flag,ped_crossing_density,cluster,rarity,atypical,risk,corner_score,corner_score_norm
40,0.5595489067184624,1.4385402307651451,0.5011803016164005,5.925,7,0.6851094803022361,1.0673074212541305,0.775,5.367491845256037,0.8241002834591377,0.3233650810140009,1.6172318095056566,0.0,1.4371827490863092,0.975,0.625,1.00742754378166,0.6153846153846154,1.0,0.0,0.0,0,0.15,13,0.9741176470588235,1.7153474452912447,0.5323006175238181,3.2217657098738863,0.5541200942174269
40,0.7247122382732434,1.36950209683001,0.3512876201210461,13.0,17,2.8809720581775866,1.7455698239024016,0.525,5.58344486940655,1.8815243125213856,0.4517607089956421,1.525451505662876,0.0256410256410256,7.594253418677683,0.975,0.475,0.9917337344002236,0.4102564102564102,1.0,0.4,0.85,0,0.3,11,0.9682352941176471,-0.7227006709668765,0.539650497498585,0.7851851206493555,0.15185089954589703
40,0.7295180103500682,1.1169812962613996,0.1502793241686958,25.6,31,3.865229618017538,1.2922014218607794,1.0,1.4857015966304428,1.0495740992193274,0.1000976907619919,0.6945975029501874,0.0,0.2270692278427079,0.975,0.25,7.543392937573551,0.0,0.0,0.525,0.0,0,0.0,10,0.9141176470588235,3.876929438362722,0.22002247510892511,5.011069560530471,0.8495266250785178
40,0.3455113366421417,0.6798512462233991,0.1855697036047349,10.25,17,4.328683402606386,1.141389322917051,0.975,7.652742910178872,1.6133373432633211,0.4652308165948883,1.8277416606134405,0.0512820512820512,0.1812881140818321,0.8,0.35,0.5486781178057926,0.53125,0.9,0.775,0.875,0,0.15,8,0.9470588235294117,-0.9530853046934038,0.5677453501157961,0.561718868951804,0.11495756242247808
39,0.7801507273355595,2.743255079209507,0.7560440729392902,6.769230769230769,12,2.47512277303922,1.7816531980219343,0.6923076923076923,4.613915609461677,1.7354050719043663,0.0957149567231285,2.700386368374851,0.0263157894736842,0.5826868797643514,0.9743589743589745,0.9743589743589745,1.011013974786023,0.6052631578947368,1.0,0.0,0.0,0,0.1025641025641025,13,0.9741176470588235,0.6051457383070766,0.5619260406780835,2.141189426043984,0.3757215001386027
40,0.263681262949231,0.6364261392395325,0.1295640153259622,6.775,8,0.7578753195612059,0.9007409198283708,1.0,5.158063169110985,1.9454498047266564,0.1542039280108254,3.2968955156974817,0.0,2.262632794064067,0.975,0.275,0.4057037440977015,0.3076923076923077,1.0,1.0,0.225,0,0.0,9,0.9752941176470589,1.7780561131315311,0.47717781344359445,3.2305280442221846,0.5555667187195348
39,1.3705329562653206,1.7646566568810662,0.2931409541546254,4.6923076923076925,8,2.45109966063216,1.6848250028963323,0.7692307692307693,5.229456967044809,1.826349161039728,0.3760663429633187,2.2000890929134056,0.0263157894736842,1.2476884173138112,0.8205128205128205,0.282051282051282,0.9077103303616428,0.3,1.0,0.7948717948717948,0.0,0,0.0,10,0.9141176470588235,-0.9387929540778504,0.49578589963528297,0.4711105926162561,0.09999851755719966
40,0.6962343021839201,0.9861729013949512,0.1217012566720392,4.2,6,1.503329637837291,0.5443947860918094,1.0,5.679586226917989,1.7679282754648968,0.3425497855778375,2.60685718217857,0.0256410256410256,8.327517759091647,0.55,0.2,0.838478785448717,0.2272727272727272,1.0,0.45,0.7,0,0.175,10,0.9141176470588235,-0.011980946817563516,0.47958372879004596,1.3817204290313059,0.25033636690830113
40,0.5229769785879543,1.261294964434902,0.2694120305018976,4.5,10,3.114482300479488,0.4679581160234735,0.675,9.49326979301321,0.720547055585746,0.4220830572399582,2.743239530729946,0.0512820512820512,0.0457244529726066,0.625,0.225,0.4954365387383648,0.72,0.95,0.225,0.35,0,0.0,10,0.9141176470588235,-0.5189969823532264,0.5998442462542154,0.9949649109598124,0.1864846595289425
40,0.4605943459898342,1.5978656844381778,0.5006836289011978,7.375,10,1.79843682124227,0.7816947540006339,0.375,9.02601615187904,1.4454725601433578,0.4491165531275831,1.906724510485462,0.0256410256410256,0.6723041678118609,0.75,0.45,0.3812299246497567,0.9666666666666668,1.0,0.0,0.55,0,0.025,10,0.9141176470588235,-0.7811986403095289,0.6393793434860564,0.772298350235351,0.1497233480176267
40,0.8899588661819322,1.6586636183913306,0.4814572759254792,10.6,13,1.5620499351813308,1.6542155640136469,0.725,4.359274082847404,1.136976148998835,0.2773005775710695,1.3186207675250998,0.0,1.0510160620838198,0.975,0.575,0.8520209894900482,0.6285714285714286,1.0,0.0,0.0,0,0.2,13,0.9741176470588235,-0.23175193856143803,0.5490000401033018,1.2913657486006873,0.23541918965901665
40,1.1396303525713445,4.5307670332664935,1.543374218602604,1.975,3,0.7901740314639554,0.2083066319663452,0.175,8.907515485902838,1.332084612249995,0.3512386703639202,2.7930850148482937,0.0769230769230769,1.3129663784360432,0.875,0.15,0.9552624179847674,0.3428571428571428,0.3,0.0,0.0,0,0.0,1,0.9623529411764706,-0.3624295106452746,0.4128626906068901,1.0127861211380862,0.18942686628302646
40,0.959934608196745,4.574056237340265,0.8764653138761346,9.125,15,3.944537361972884,1.9570171506600509,0.0,6.932768957237527,0.9793356008802956,0.375512384747283,2.442238848709032,0.0256410256410256,0.4653337167719686,0.975,0.225,0.9522654839347504,0.4102564102564102,1.0,0.625,0.15,0,0.0,8,0.9470588235294117,-0.5322308855351006,0.529127158819121,0.9439550968134321,0.17806315401923173
40,2.2599271659373734,5.247349860393689,1.3098923459303011,2.775,6,1.8369471957571344,1.8007923371291052,0.0,3.9524201599878994,2.892673402848008,0.4343398099848159,0.8391831589123085,0.0,0.4362506280576412,0.575,0.0,4.600833556528787,0.0,1.0,0.45,0.0,0,0.2,1,0.9623529411764706,-0.7302944257417132,0.3762729839452985,0.6083314993800559,0.12265311141717077
40,1.2680939546027887,2.547273014597625,0.4476388075441514,9.0,13,3.40587727318528,2.3581030232526,0.0,5.383444641532672,1.007801207721375,0.2681664694539872,2.3524259784720845,0.0,0.5033497824018611,0.775,0.55,1.0449859653646316,0.3333333333333333,1.0,0.65,0.0,0,0.0,6,0.9682352941176471,0.09526250095795134,0.4841991604120281,1.5476969554876265,0.27773839248760346
40,1.0145378242007967,1.5524620990644291,0.292579614837207,2.625,4,0.6590713163232034,1.2045980607846412,1.0,5.7556386311792025,1.4752610222284113,0.2346930287638609,1.4687045051759318,0.0,1.3684644281831897,0.775,0.15,0.9564797889669836,0.1290322580645161,0.0,0.1,0.025,0,0.0,10,0.9141176470588235,-0.11089994748485267,0.22618499115384613,1.0294026907278169,0.19217019194876683
40,0.6777215056531889,0.9163607067767864,0.2189191572269856,8.65,15,5.135903036467881,1.4054289125607116,0.825,5.713051925826248,2.930932264644392,0.0011772217119151,3.8330397794381854,0.0,0.631650389868563,0.475,0.0,7.023112674851309,0.0,0.775,0.0,0.275,0,0.0,10,0.9141176470588235,-0.08101371826434875,0.3313306463338175,1.164434575128292,0.21446338743467763
40,0.3850804903382027,0.6748978667702433,0.0851989955925991,18.425,24,4.055166457742518,0.7672139132249571,1.0,2.838019089678754,0.8197547950142986,0.110895429721685,1.0080373971592835,0.0,3.4256148202048444,0.975,0.675,1.5173344608079766,0.2307692307692307,1.0,0.7,0.0,0,0.25,9,0.9752941176470589,-1.1144855885225664,0.4867493112748223,0.34755784039931475,0.07960047845537044
40,0.5075016321445697,0.8373584421171295,0.1114264141282612,4.825,6,0.7709571972554637,1.0757540624549342,0.825,4.105571803303519,0.6947961663753471,0.2411203730475258,1.3614812347419565,0.0,1.6481397805516589,0.975,0.3,1.8980193467417108,0.1282051282051282,0.65,0.0,0.525,0,0.15,11,0.9682352941176471,0.34087939457449346,0.35580918366904984,1.6649238723611903,0.29709206281277134
39,1.0835810926400036,2.264126007547476,0.3125009822824048,4.589743589743589,6,0.7059435845095489,1.652302952812202,1.0,2.93675966681,2.340057199245137,0.3070293366804502,0.9713925756209127,0.0,1.4806400541399454,0.9230769230769232,0.1794871794871795,1.4673266271897718,0.1428571428571428,0.0,0.6153846153846154,0.0,0,0.0,10,0.9141176470588235,-0.5361889730390152,0.23098274753092016,0.6089114215507284,0.12274885412545641
